epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,10832.8,1.21023,0.78579,1.33757,0.74045,0.58427,0.67399,0.38265,1.59096,0.98434,1.76318,0.00289,0.00289,0.00289
160,10902.2,1.20514,0.7839,1.3357,0.75473,0.58258,0.67415,0.38304,1.58969,0.98442,1.7613,0.002845,0.002845,0.002845
161,10971.3,1.20765,0.77488,1.33592,0.75891,0.5809,0.67394,0.38296,1.59008,0.98591,1.76166,0.0028,0.0028,0.0028
162,11040.3,1.206,0.7803,1.33108,0.76043,0.58034,0.67406,0.38322,1.58828,0.98513,1.75975,0.002755,0.002755,0.002755
163,11109.4,1.203,0.78016,1.32678,0.75372,0.58113,0.67341,0.38443,1.58587,0.98317,1.75687,0.00271,0.00271,0.00271
164,11178.1,1.19945,0.77301,1.32316,0.75146,0.58091,0.6731,0.38514,1.58303,0.98205,1.75534,0.002665,0.002665,0.002665
165,11247.3,1.19679,0.77381,1.32581,0.75366,0.57921,0.67254,0.38655,1.58223,0.98163,1.75416,0.00262,0.00262,0.00262
166,11316.1,1.19258,0.77395,1.32062,0.74834,0.58034,0.6731,0.38716,1.58049,0.98213,1.75294,0.002575,0.002575,0.002575
167,11385.3,1.1932,0.77323,1.32115,0.74894,0.58258,0.67251,0.38673,1.57959,0.98255,1.75301,0.00253,0.00253,0.00253
168,11454.4,1.19192,0.77055,1.32173,0.75326,0.58314,0.67267,0.38701,1.57885,0.98231,1.75164,0.002485,0.002485,0.002485
169,11523.4,1.19677,0.77219,1.31827,0.75809,0.58034,0.67261,0.38629,1.57726,0.98323,1.75053,0.00244,0.00244,0.00244
170,11592.6,1.18493,0.76568,1.30818,0.75633,0.57978,0.67148,0.38673,1.57565,0.98257,1.74863,0.002395,0.002395,0.002395
171,11661.5,1.17418,0.75921,1.31448,0.75615,0.57921,0.67175,0.38724,1.57352,0.98167,1.74706,0.00235,0.00235,0.00235
172,11730.3,1.17071,0.75754,1.31099,0.75413,0.57809,0.67183,0.38791,1.57164,0.98129,1.74529,0.002305,0.002305,0.002305
173,11799.3,1.17018,0.75895,1.31144,0.75739,0.57697,0.67109,0.38841,1.56914,0.98066,1.74343,0.00226,0.00226,0.00226
174,11867.8,1.16608,0.74836,1.30523,0.75984,0.57584,0.67333,0.3884,1.56805,0.97942,1.74631,0.002215,0.002215,0.002215
175,11936.6,1.16743,0.75323,1.30325,0.76211,0.5764,0.67277,0.3887,1.56654,0.97894,1.7452,0.00217,0.00217,0.00217
176,12005.9,1.16653,0.7579,1.29696,0.75794,0.57921,0.67282,0.38897,1.56565,0.97686,1.74437,0.002125,0.002125,0.002125
177,12074.4,1.15997,0.74794,1.30451,0.75865,0.57921,0.67297,0.38901,1.56428,0.97788,1.74387,0.00208,0.00208,0.00208
178,12143.6,1.161,0.75108,1.29853,0.75906,0.57876,0.67217,0.38903,1.56255,0.97837,1.74229,0.002035,0.002035,0.002035
179,12212.2,1.16195,0.74953,1.29694,0.75964,0.57883,0.67248,0.38914,1.5609,0.97834,1.7405,0.00199,0.00199,0.00199
180,12281,1.16212,0.75131,1.29373,0.74569,0.58539,0.67296,0.38965,1.55866,0.97814,1.73842,0.001945,0.001945,0.001945
181,12349.9,1.15862,0.74332,1.29127,0.74666,0.58448,0.67304,0.38979,1.55821,0.97767,1.73791,0.0019,0.0019,0.0019
182,12418.9,1.16158,0.74397,1.29324,0.74303,0.58596,0.67311,0.39096,1.55691,0.97835,1.7363,0.001855,0.001855,0.001855
183,12488.2,1.14235,0.7368,1.28851,0.74819,0.58652,0.67406,0.3916,1.55587,0.97792,1.73535,0.00181,0.00181,0.00181
184,12557.5,1.14466,0.73287,1.28607,0.74661,0.5882,0.67454,0.39202,1.55524,0.97684,1.73457,0.001765,0.001765,0.001765
185,12626.1,1.14892,0.73963,1.28931,0.74463,0.58989,0.6747,0.39296,1.554,0.97609,1.73352,0.00172,0.00172,0.00172
186,12694.9,1.14256,0.73615,1.29109,0.74345,0.58989,0.67461,0.39316,1.5524,0.9758,1.73244,0.001675,0.001675,0.001675
